City_ID,City,Lat,Lng,Max Temp,Current Description,Rain (inches),Snow (inches),Humidity,Cloudiness,Wind Speed,Country
621,itarema,-2.9248,-39.9167,86.95,scattered clouds,0.0,0,50,44,13.62,BR
622,leh,34.1667,77.5833,61.11,overcast clouds,0.0,0,67,87,3.67,IN
623,gangarampur,25.4,88.5167,85.21,overcast clouds,0.0,0,74,94,6.91,IN
624,makungu,-8.7333,35.2833,71.17,overcast clouds,0.0,0,45,88,7.27,TZ
625,wajid,3.8093,43.2471,88.9,overcast clouds,0.0,0,30,91,19.1,SO
626,rehoboth,-23.3167,17.0833,77.65,clear sky,0.0,0,15,1,20.92,NA
627,peterhead,57.5058,-1.7981,64.51,overcast clouds,0.0,0,84,100,15.43,GB
628,concordia,-31.393,-58.0209,55.47,moderate rain,1.07,0,94,100,21.0,AR
629,beni mazar,28.4962,30.8029,102.61,clear sky,0.0,0,10,0,11.68,EG
630,lusambo,-4.9667,23.45,99.81,overcast clouds,0.0,0,17,87,1.5,CD
631,agua branca,-5.8922,-42.6361,89.94,few clouds,0.0,0,31,21,6.42,BR
632,kosh-agach,50.0,88.6667,59.32,clear sky,0.0,0,41,4,4.14,RU
633,ilulissat,69.2167,-51.1,46.42,few clouds,0.0,0,71,20,3.44,GL
634,aksu,41.1231,80.2644,97.65,broken clouds,0.0,0,16,81,12.53,CN
635,bobrovytsya,50.75,31.3833,79.0,broken clouds,0.0,0,32,70,11.3,UA
636,dongsheng,39.8161,109.9776,75.99,scattered clouds,0.0,0,38,39,16.91,CN
637,sovetskiy,61.3614,63.5842,75.04,clear sky,0.0,0,32,0,5.28,RU
638,bizhbulyak,53.6967,54.2642,71.24,clear sky,0.0,0,59,10,9.75,RU
639,pocone,-16.2567,-56.6228,91.51,clear sky,0.0,0,20,0,9.53,BR
640,san ramon,37.7799,-121.978,59.49,scattered clouds,0.0,0,90,40,8.05,US
641,twin falls,42.3505,-114.6445,68.34,clear sky,0.0,0,37,0,11.5,US
642,segou,13.4317,-6.2157,89.33,light rain,0.18,0,53,100,13.29,ML
643,alexandria,31.2156,29.9553,91.94,clear sky,0.0,0,48,0,12.66,EG
644,pokhara,28.2333,83.9833,72.81,broken clouds,0.0,0,91,83,3.11,NP
645,slave lake,55.2834,-114.769,60.78,clear sky,0.0,0,94,0,8.05,CA
646,verkhoyansk,67.5447,133.385,73.45,overcast clouds,0.0,0,56,100,3.42,RU
647,sinnamary,5.3833,-52.95,83.77,broken clouds,0.0,0,66,70,4.36,GF
648,khobi,42.3156,41.8987,78.51,clear sky,0.0,0,62,0,7.94,GE
649,paamiut,61.994,-49.6678,41.49,scattered clouds,0.0,0,91,26,19.1,GL
650,hella,67.2,14.4333,55.76,broken clouds,0.0,0,76,75,4.61,NO
651,orlik,52.5178,99.825,51.48,moderate rain,3.47,0,94,100,6.04,RU
652,sawakin,19.1059,37.3321,97.84,overcast clouds,0.0,0,51,93,15.32,SD
653,truro,50.2653,-5.0544,70.88,few clouds,0.0,0,49,20,11.5,GB
654,rosario,-32.9468,-60.6393,58.95,clear sky,0.0,0,72,0,14.97,AR
655,makushino,55.2103,67.2442,62.28,overcast clouds,0.0,0,85,97,15.82,RU
656,rawson,-43.3002,-65.1023,43.5,clear sky,0.0,0,58,5,15.95,AR
657,manokwari,-0.8667,134.0833,78.22,broken clouds,0.0,0,83,83,3.0,ID
658,kambove,-10.8764,26.5969,77.47,broken clouds,0.0,0,25,62,3.74,CD
659,chapleau,47.8405,-83.4034,57.29,broken clouds,0.0,0,94,75,0.0,CA
660,kloulklubed,7.0419,134.2556,75.7,overcast clouds,0.0,0,72,100,8.77,PW
661,thyboron,56.6985,8.2124,59.72,broken clouds,0.0,0,68,62,12.06,DK
662,shenjiamen,29.9576,122.298,80.85,clear sky,0.0,0,88,0,9.08,CN
663,ugoofaaru,5.6667,73.0,82.06,scattered clouds,0.0,0,78,28,16.73,MV
664,bairnsdale,-37.8333,147.6167,44.06,overcast clouds,0.0,0,86,94,6.87,AU
665,alamosa,37.4695,-105.87,55.38,clear sky,0.0,0,94,0,0.0,US
666,arkhangelsk,64.5401,40.5433,75.31,scattered clouds,0.0,0,64,40,6.71,RU
667,havre-saint-pierre,50.2334,-63.5986,62.96,overcast clouds,0.0,0,77,100,11.5,CA
668,dothan,31.2232,-85.3905,83.08,clear sky,0.0,0,87,0,3.44,US
669,tazmalt,36.3868,4.3989,101.28,clear sky,0.0,0,14,0,4.68,DZ
670,vao,-22.6667,167.4833,69.19,clear sky,0.0,0,69,0,9.95,NC
671,camacha,33.0833,-16.3333,72.82,broken clouds,0.0,0,73,75,14.97,PT
672,chernyshevskiy,63.0128,112.4714,71.53,clear sky,0.0,0,58,0,7.36,RU
673,samarai,-10.6167,150.6667,78.3,overcast clouds,0.0,0,85,88,15.48,PG
674,aztec,36.8222,-107.9929,68.49,overcast clouds,0.0,0,56,94,7.63,US
675,japura,-0.3167,102.35,76.35,broken clouds,0.0,0,94,76,3.18,ID
676,camana,-16.6228,-72.7111,63.52,broken clouds,0.0,0,75,76,11.54,PE
677,houlton,46.1262,-67.8403,78.73,clear sky,0.0,0,61,0,0.0,US
678,lulea,65.5842,22.1547,62.67,clear sky,0.0,0,55,0,9.22,SE
679,hobyo,5.3505,48.5268,79.07,broken clouds,0.0,0,71,54,28.27,SO
680,port shepstone,-30.7414,30.455,69.53,clear sky,0.0,0,76,9,16.51,ZA
681,smithers,54.7804,-127.1743,53.92,clear sky,0.0,0,94,0,0.0,CA
682,harper,4.375,-7.7169,79.25,scattered clouds,0.0,0,63,30,9.78,LR
683,belyy yar,53.6039,91.3903,69.69,clear sky,0.0,0,54,0,6.71,RU
684,williston,48.147,-103.618,62.31,clear sky,0.0,0,82,3,1.01,US
685,lakatoro,-16.0999,167.4164,78.96,overcast clouds,0.0,0,82,100,9.24,VU
686,mendoza,-32.8908,-68.8272,45.93,few clouds,0.0,0,81,20,5.75,AR
687,bogorodskoye,56.55,37.8833,75.38,overcast clouds,0.0,0,71,100,5.64,RU
688,udalguri,26.7667,92.1333,79.21,overcast clouds,0.0,0,91,96,4.32,IN
689,irbeyskoye,55.6428,95.4522,60.96,overcast clouds,0.0,0,85,97,2.21,RU
690,ileza,61.0533,43.9002,73.58,overcast clouds,0.0,0,82,85,6.71,RU
691,oktyabrskiy,54.4815,53.471,72.52,clear sky,0.0,0,59,3,9.26,RU
692,santiago de chuco,-8.15,-78.1833,54.99,broken clouds,0.0,0,56,73,2.35,PE
693,baghdad,33.3406,44.4009,112.91,clear sky,0.0,0,9,0,17.27,IQ
694,groningen,53.25,6.75,71.22,few clouds,0.0,0,53,20,9.22,NL
695,ivanivka,46.7208,34.553,92.25,broken clouds,0.0,0,25,72,2.3,UA
696,ha tinh,18.3333,105.9,81.61,clear sky,0.0,0,83,8,5.17,VN
697,lasa,46.6166,10.7002,76.69,overcast clouds,0.0,0,81,88,5.5,IT
698,berdyaush,55.1619,59.1464,63.1,overcast clouds,0.0,0,69,88,5.14,RU
699,baykit,61.67,96.37,65.53,broken clouds,0.0,0,92,82,3.98,RU
700,hrymayliv,49.3321,26.0111,79.48,overcast clouds,0.0,0,35,99,8.77,UA
701,sorland,67.667,12.6934,53.46,overcast clouds,0.0,0,66,100,6.91,NO
702,tres arroyos,-38.3739,-60.2798,47.08,broken clouds,0.0,0,74,57,17.47,AR
703,alihe,50.5667,123.7167,63.07,overcast clouds,0.0,0,99,100,1.74,CN
